ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Subfamily,Genus,ISO_codes,Samples_100,Samples_200
sed,Sedang,,14.83333333,108,seda1262,sed,Austro-Asiatic,Mon-Khmer,Bahnaric,sed,FALSE,FALSE
see,Seediq,,24.16666667,121.4166667,taro1264,trv,Austronesian,,Atayalic,trv,FALSE,FALSE
sel,Selknam,,-53,-70,onaa1245,ona,Chon,,Chon Proper,ona,FALSE,TRUE
sem,Sema,,26,94.5,sumi1235,nsm,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,nsm,FALSE,FALSE
sen,Sena,,-18,35.25,nucl1396,seh,Niger-Congo,Benue-Congo,Bantoid,seh,FALSE,FALSE
ser,Seri,,29,-112,seri1257,sei,Hokan,,Seri,sei,FALSE,FALSE
ses,Sesotho,,-28,27,sout2807,sot,Niger-Congo,Benue-Congo,Bantoid,sot,FALSE,FALSE
sey,Seychelles Creole,,-4.75,55.5,sese1246,crs,other,,Creoles and Pidgins,crs,FALSE,FALSE
sgb,Sougb,,-1.5,134,mani1235,mnx,East Bird's Head,,East Bird's Head,mnx,FALSE,FALSE
sge,Songe,,-6.833333333,22,song1303,sop,Niger-Congo,Benue-Congo,Bantoid,sop,FALSE,FALSE
sgl,Sengele,,-1.833333333,17.33333333,seng1278,szg,Niger-Congo,Benue-Congo,Bantoid,szg,FALSE,FALSE
sgr,Sangir,,3.5,125.5,sang1336,sxn,Austronesian,,Sangiric,sxn,FALSE,FALSE
sgs,Songish,,48.45,-123.3333333,stra1244,str,Salishan,,Central Salish,str,FALSE,FALSE
sgu,Sangu,,-1.5,11.83333333,sang1333,snq,Niger-Congo,Benue-Congo,Bantoid,snq,FALSE,FALSE
sha,Shan,,22,98,shan1277,shn,Tai-Kadai,,Kam-Tai,shn,FALSE,FALSE
shb,Shabo,,7.583333333,35.41666667,shab1252,sbf,,,,sbf,FALSE,FALSE
shd,Sherdukpen,,27,92.5,sher1257,sdp,Sino-Tibetan,Tibeto-Burman,Western Arunachal,sdp,FALSE,FALSE
she,Sherpa,,27.75,86.83333333,sher1255,xsr,Sino-Tibetan,Tibeto-Burman,Bodic,xsr,FALSE,FALSE
shh,Sharanahua,,-11,-70,shar1245,mcd,Panoan,,Panoan,mcd,FALSE,FALSE
shi,Shiriana,,3.5,-62.83333333,nina1238,shb,Yanomam,,Yanomam,shb,FALSE,FALSE
shk,Shipibo-Konibo,,-7.5,-75,ship1254,shp,Panoan,,Panoan,shp,FALSE,TRUE
shl,Shilluk,,9.666666667,31.75,shil1265,shk,Eastern Sudanic,,Nilotic,shk,FALSE,FALSE
shm,Shambala,,-4.25,38.25,sham1280,ksb,Niger-Congo,Benue-Congo,Bantoid,ksb,FALSE,FALSE
shn,Shona,,-18,31,shon1251,sna,Niger-Congo,Benue-Congo,Bantoid,sna,FALSE,FALSE
sho,Shoshone,,41,-114,shos1248,shh,Uto-Aztecan,,Numic,shh,FALSE,FALSE
shp,Sahaptin (Northern),,46.5,-120,nort1527,,Penutian,,Sahaptian,waa yak,FALSE,FALSE
shr,Shor,,53,88,shor1247,cjs,Altaic,,Turkic,cjs,FALSE,FALSE
shs,Shasta,,41.83333333,-122.6666667,shas1239,sht,Hokan,,Shasta,sht,FALSE,FALSE
sht,Shatt,,10.83333333,30,shat1244,shj,Eastern Sudanic,,Daju,shj,FALSE,FALSE
shu,Shuswap,,52,-120,shus1248,shs,Salishan,,Interior Salish,shs,FALSE,FALSE
shw,Shawnee,,40,-83,shaw1249,sjw,Algic,,Algonquian,sjw,FALSE,FALSE
shy,Shira Yughur,,38,99,east2337,yuy,Altaic,,Mongolic,yuy,FALSE,FALSE
sia,Siane,,-6.083333333,145.2,sian1257,snp,Trans-New Guinea,,Eastern Highlands,snp,FALSE,FALSE
sid,Sidaama,,6.666666667,38.5,sida1246,sid,Afro-Asiatic,Cushitic,Highland East Cushitic,sid,FALSE,FALSE
sik,Sika,,-8.7,122.25,sika1262,ski,Austronesian,,Central Malayo-Polynesian,ski,FALSE,FALSE
sil,Sila,,12.33333333,21.75,dars1235,dau,Eastern Sudanic,,Daju,dau,FALSE,FALSE
sim,Simeulue,,2.5,96.25,sime1241,smr,Austronesian,,Northwest Sumatra-Barrier Islands,smr,FALSE,FALSE
sin,Siona,,0.333333333,-76.25,sion1247,snn,Tucanoan,,Tucanoan,snn,FALSE,FALSE
sio,Sio,,-5.95,147.3333333,sioo1240,xsi,Austronesian,Eastern Malayo-Polynesian,Oceanic,xsi,FALSE,FALSE
sir,Siar,,-4.666666667,152.9166667,siar1238,sjr,Austronesian,Eastern Malayo-Polynesian,Oceanic,sjr,FALSE,FALSE
sis,Sisiqa,,-7,156.8333333,baba1268,baa,Austronesian,Eastern Malayo-Polynesian,Oceanic,baa,FALSE,FALSE
siu,Siuslaw,,44,-124,sius1254,sis,Oregon Coast,,Siuslawan,sis,FALSE,FALSE
ski,Saami (Kildin),,67,37,kild1236,sjd,Uralic,Finno-Ugric,Saami,sjd,FALSE,FALSE
skk,Sikkimese,,27.83333333,88.5,sikk1242,sip,Sino-Tibetan,Tibeto-Burman,Bodic,sip,FALSE,FALSE
skl,Sikule,,2.666666667,96,siku1242,skh,Austronesian,,Northwest Sumatra-Barrier Islands,skh,FALSE,FALSE
skm,Sukuma,,-2.833333333,32,suku1261,suk,Niger-Congo,Benue-Congo,Bantoid,suk,FALSE,FALSE
sko,Skou,,-2.666666667,140.9166667,nucl1634,skv,Skou,,Western Skou,skv,FALSE,FALSE
skp,Selkup,,65,82,selk1253,sel,Uralic,,Samoyedic,sel,FALSE,FALSE
skr,Sikaritai,,-2.916666667,138.25,sika1263,tty,Lakes Plain,,Lakes Plain,tty,FALSE,FALSE
sku,Suku,,-6,17.66666667,suku1259,sub,Niger-Congo,Benue-Congo,Bantoid,sub,FALSE,FALSE
skw,Shekhawati,,28,75.5,shek1243,swv,Indo-European,,Indic,swv,FALSE,FALSE
sla,Slave,,67,-125,slav1253,,Na-Dene,,Athapaskan,scs xsl,TRUE,TRUE
slb,Saliba (in Papua New Guinea),,-10.58333333,150.7166667,sali1295,sbe,Austronesian,Eastern Malayo-Polynesian,Oceanic,sbe,FALSE,FALSE
sle,Samba Leko,,8.5,12.5,samb1305,ndi,Niger-Congo,Adamawa-Ubangi,Samba-Duru,ndi,FALSE,FALSE
slg,Sulung,,28.33333333,93.25,sulu1241,suv,,,,suv,FALSE,FALSE
slo,Slovene,,46,15,slov1268,slv,Indo-European,,Slavic,slv,FALSE,FALSE
slp,Selepet,,-6.166666667,147.1666667,sele1250,spl,Trans-New Guinea,,Finisterre-Huon,spl,FALSE,FALSE
slr,Salar,,35,103,sala1264,slr,Altaic,,Turkic,slr,FALSE,FALSE
slv,Slavey,,60,-120,sout2959,xsl,Na-Dene,,Athapaskan,xsl,FALSE,FALSE
sly,Selayar,,-6,120.5,sela1260,sly,Austronesian,,South Sulawesi,sly,FALSE,FALSE
smd,Semandang,,-0.75,110.5,sema1269,sdm,Austronesian,,Land Dayak,sdm,FALSE,FALSE
sme,Seme,,11,-4.916666667,siam1242,sif,Niger-Congo,,Kru,sif,FALSE,FALSE
smj,Semai,,4.333333333,101.6666667,sema1266,sea,Austro-Asiatic,Mon-Khmer,Aslian,sea,FALSE,FALSE
sml,Semelai,,3,103,seme1247,sza,Austro-Asiatic,Mon-Khmer,Aslian,sza,FALSE,TRUE
smn,Seminole,,33,-84,cree1270,mus,Muskogean,,Muskogean,mus,FALSE,FALSE
smp,Shompen,,7,93.75,shom1245,,,,,,FALSE,FALSE
smt,Sahaptin (Umatilla),,45.66666667,-118.5,umat1237,uma,Penutian,,Sahaptian,uma,FALSE,FALSE
sna,Shina,,36,74,shin1264,scl,Indo-European,,Indic,scl,FALSE,FALSE
snc,Seneca,,42.5,-77.5,sene1264,see,Iroquoian,,Northern Iroquoian,see,FALSE,FALSE
snd,Senadi,,9.5,-6.25,ceba1235,sef,Niger-Congo,,Senufo,sef,FALSE,FALSE
sng,Sinaugoro,,-9.833333333,147.8333333,sina1266,snc,Austronesian,Eastern Malayo-Polynesian,Oceanic,snc,FALSE,FALSE
snh,Sinhala,,7,80.5,sinh1246,sin,Indo-European,,Indic,sin,FALSE,FALSE
snm,Sanuma,,4.5,-64.66666667,sanu1240,xsu,Yanomam,,Yanomam,xsu,TRUE,TRUE
snn,Soninke,,15,-10.5,soni1259,snk,Mande,,Western Mande,snk,FALSE,FALSE
sno,Saami (Northern),,69,24,nort2671,sme,Uralic,Finno-Ugric,Saami,sme,FALSE,FALSE
snt,Sentani,,-2.583333333,140.5833333,nucl1632,set,,,,set,FALSE,TRUE
so,So,,2.583333333,34.75,sooo1256,teu,Eastern Sudanic,,Kuliak,teu,FALSE,FALSE
sob,Sobei,,-1.916666667,138.75,sobe1238,sob,Austronesian,Eastern Malayo-Polynesian,Oceanic,sob,FALSE,FALSE
sod,Soddo,,8.5,38.5,kist1241,gru,Afro-Asiatic,,Semitic,gru,FALSE,FALSE
sol,Solon,,48,120,even1259,evn,Altaic,,Tungusic,evn,FALSE,FALSE
som,Somali,,3,45,soma1255,som,Afro-Asiatic,Cushitic,Lowland East Cushitic,som,FALSE,FALSE
son,Sonsorol-Tobi,,5.333333333,132.25,sons1242,sov,Austronesian,Eastern Malayo-Polynesian,Oceanic,sov,FALSE,FALSE
soo,Sooke,,48.33333333,-123.75,stra1244,str,Salishan,,Central Salish,str,FALSE,FALSE
soq,Soqotri,,12.5,54,soqo1240,sqt,Afro-Asiatic,,Semitic,sqt,FALSE,FALSE
sor,Sora,,20,84.33333333,sora1254,srb,Austro-Asiatic,,Munda,srb,FALSE,FALSE
sou,Sorbian (Upper),,51.83333333,14.5,uppe1395,hsb,Indo-European,,Slavic,hsb,FALSE,FALSE
spa,Spanish,,40,-4,stan1288,spa,Indo-European,,Romance,spa,TRUE,TRUE
spc,Spanish (Canary Islands),,28,-15.58333333,stan1288,spa,Indo-European,,Romance,spa,FALSE,FALSE
spi,Spitian,,32.25,78,tibe1272,bod,Sino-Tibetan,Tibeto-Burman,Bodic,bod,FALSE,FALSE
spo,Spokane,,47.66666667,-117.75,spok1245,spo,Salishan,,Interior Salish,spo,FALSE,FALSE
sps,Salish (Southern Puget Sound),,47.25,-122.5,sout2965,slh,Salishan,,Central Salish,slh,FALSE,FALSE
squ,Squamish,,49.66666667,-123.1666667,squa1248,squ,Salishan,,Central Salish,squ,FALSE,TRUE
sra,Sranan,,5.833333333,-55.33333333,sran1240,srn,other,,Creoles and Pidgins,srn,FALSE,FALSE
srb,Sorbian,,51.5,14,sorb1249,,Indo-European,,Slavic,dsb hsb,FALSE,FALSE
src,Sarcee,,52.5,-116,sars1236,srs,Na-Dene,,Athapaskan,srs,FALSE,FALSE
srd,Sardinian,,40,9,camp1261,sro,Indo-European,,Romance,sro,FALSE,FALSE
sre,Sre,,11.5,108,koho1244,kpm,Austro-Asiatic,Mon-Khmer,Bahnaric,kpm,FALSE,FALSE
sri,Siriano,,0.75,-70.16666667,siri1274,sri,Tucanoan,,Tucanoan,sri,FALSE,FALSE
srl,Sorbian (Lower),,51.75,14.33333333,lowe1385,dsb,Indo-European,,Slavic,dsb,FALSE,FALSE
srm,Saramaccan,,4.5,-55.5,sara1340,srm,other,,Creoles and Pidgins,srm,FALSE,FALSE
srn,Sirionó,,-15.58333333,-64,siri1273,srq,Tupian,,Tupi-Guaraní,srq,FALSE,FALSE
sro,Siroi,,-5.5,146,siro1249,ssd,Trans-New Guinea,,Madang,ssd,FALSE,FALSE
srr,Serrano,,34.5,-117,serr1255,ser,Uto-Aztecan,,California Uto-Aztecan,ser,FALSE,FALSE
sru,Selaru,,-8.2,131,sela1259,slu,Austronesian,,Central Malayo-Polynesian,slu,FALSE,FALSE
sry,Siraya,,23,120.25,sira1267,fos,Austronesian,,East Formosan,fos,FALSE,FALSE
ssa,Sisaala,,10.83333333,-2.666666667,west2465,sld,Niger-Congo,Gur,Southern-Central Gur,sld,FALSE,FALSE
ssh,Shinassha,,10.41666667,36.16666667,boro1277,bwo,Afro-Asiatic,Omotic,North Omotic,bwo,FALSE,FALSE
ssl,South Korean Sign Language,,37,128,kore1273,kvk,other,,Sign Languages,kvk,FALSE,FALSE
sss,Salish (Samish Straits),,48.58333333,-122.5833333,stra1244,str,Salishan,,Central Salish,str,FALSE,FALSE
sst,Salish (Straits),,48.75,-123.25,stra1244,str,Salishan,,Central Salish,str,FALSE,FALSE
sta,Santa,,31.5,107.5,dong1285,sce,Altaic,,Mongolic,sce,FALSE,FALSE
sti,Stieng,,11.83333333,106.75,stie1250,,Austro-Asiatic,Mon-Khmer,Bahnaric,sti stt,FALSE,FALSE
stl,Santali,,24.5,87,sant1410,sat,Austro-Asiatic,,Munda,sat,FALSE,FALSE
stn,Sotho (Northern),,-24,29,pedi1238,nso,Niger-Congo,Benue-Congo,Bantoid,nso,FALSE,FALSE
sto,Stoney,,53.75,-116.5,ston1242,sto,Siouan,,Core Siouan,sto,FALSE,FALSE
sub,Subiya,,-17.75,24.91666667,subi1246,sbs,Niger-Congo,Benue-Congo,Bantoid,sbs,FALSE,FALSE
sud,Sudest,,-11.5,153.45,sude1239,tgo,Austronesian,Eastern Malayo-Polynesian,Oceanic,tgo,FALSE,FALSE
sue,Suena,,-7.75,147.55,suen1241,sue,Trans-New Guinea,,Binanderean,sue,FALSE,TRUE
sug,Sungor,,13.75,21.5,assa1269,sjg,Eastern Sudanic,,Taman,sjg,FALSE,FALSE
sui,Sui,,26,107.5,suii1243,swi,Tai-Kadai,,Kam-Tai,swi,FALSE,FALSE
suk,Suki,,-8,141.75,suki1245,sui,Gogodala-Suki,,Suki,sui,FALSE,FALSE
sul,Sulka,,-5.083333333,151.9166667,sulk1246,sua,,,,sua,FALSE,FALSE
sum,Mayangna,,13,-84.5,maya1285,yan,Misumalpan,,Misumalpan,yan,FALSE,FALSE
sun,Sundanese,,-7,107,sund1252,sun,Austronesian,,Malayo-Sumbawan,sun,FALSE,FALSE
sup,Supyire,,11.5,-5.583333333,supy1237,spp,Niger-Congo,,Senufo,spp,TRUE,TRUE
sur,Sursurunga,,-4,152.7666667,surs1246,sgz,Austronesian,Eastern Malayo-Polynesian,Oceanic,sgz,FALSE,FALSE
sus,Susu,,10,-13,susu1250,sus,Mande,,Western Mande,sus,FALSE,FALSE
sva,Svan,,43,42.5,svan1243,sva,Kartvelian,,Kartvelian,sva,FALSE,FALSE
svc,Slovincian,,54,16,kash1274,csb,Indo-European,,Slavic,csb,FALSE,FALSE
svk,Slovak,,49,20,slov1269,slk,Indo-European,,Slavic,slk,FALSE,FALSE
svs,Savosavo,,-9.133333333,159.8,savo1255,svs,Solomons East Papuan,,Savosavo,svs,FALSE,FALSE
svt,Svenska Teckenspråket,,59,15,swed1236,swl,other,,Sign Languages,swl,FALSE,FALSE
swa,Swahili,,-6.5,39,swah1253,swh,Niger-Congo,Benue-Congo,Bantoid,swh,TRUE,TRUE
swe,Swedish,,60,15,swed1254,swe,Indo-European,,Germanic,swe,FALSE,FALSE
swi,Sawai,,0.5,128,sawa1247,szw,Austronesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,szw,FALSE,FALSE
swr,Shoshone (Wind River),,43.41666667,-108.8333333,shos1248,shh,Uto-Aztecan,,Numic,shh,FALSE,FALSE
swt,Swati,,-26.5,31,swat1243,ssw,Niger-Congo,Benue-Congo,Bantoid,ssw,FALSE,FALSE
swv,Swedish (Västerbotten),,64.25,19.75,swed1254,swe,Indo-European,,Germanic,swe,FALSE,FALSE
syg,Saryg Yughur,,38.75,99.75,west2402,ybe,Altaic,,Turkic,ybe,FALSE,FALSE
syu,Salt-Yui,,-6.283333333,145.0333333,salt1242,sll,Trans-New Guinea,,Chimbu,sll,FALSE,FALSE
tab,Taba,,0,127.5,east2440,mky,Austronesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,mky,FALSE,TRUE
tac,Tacana,,-13.5,-68,taca1256,tna,Tacanan,,Tacanan,tna,FALSE,FALSE
taf,Taiof,,-5.533333333,154.6333333,sapo1253,sps,Austronesian,Eastern Malayo-Polynesian,Oceanic,sps,FALSE,FALSE
tag,Tagalog,,15,121,taga1270,tgl,Austronesian,,Greater Central Philippine,tgl,TRUE,TRUE
tah,Tahitian,,-17.66666667,-149.5833333,tahi1242,tah,Austronesian,Eastern Malayo-Polynesian,Oceanic,tah,FALSE,FALSE
tai,Tuareg (Air),,19,9,taha1241,thv,Afro-Asiatic,,Berber,thv,FALSE,FALSE
taj,Tajik,,38.66666667,70,taji1245,tgk,Indo-European,,Iranian,tgk,FALSE,FALSE
tak,Takia,,-4.666666667,146,taki1248,tbc,Austronesian,Eastern Malayo-Polynesian,Oceanic,tbc,FALSE,FALSE
tal,Talinga,,0.416666667,29.66666667,tali1258,tlj,Niger-Congo,Benue-Congo,Bantoid,tlj,FALSE,FALSE
tam,Tamang (Eastern),,27.5,85.66666667,,,Sino-Tibetan,Tibeto-Burman,Bodic,taj tge,FALSE,FALSE
tan,Tangale,,9.75,11.33333333,nucl1696,tan,Afro-Asiatic,Chadic,West Chadic,tan,FALSE,FALSE
tao,Tarao,,24.25,94.16666667,tara1313,tro,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,tro,FALSE,FALSE
tap,Taiap,,-4.083333333,144.5,taia1239,gpn,Gapun,,Gapun,gpn,FALSE,FALSE
tar,Tariana,,1,-69.16666667,tari1256,tae,Arawakan,,Inland Northern Arawakan,tae,FALSE,FALSE
tas,Tashlhiyt,,31,-5,tach1250,shi,Afro-Asiatic,,Berber,shi,FALSE,FALSE
tat,Tatana',,5.5,115.5,tata1257,txx,Austronesian,,North Borneo,txx,FALSE,FALSE
tau,Tauya,,-5.75,145.3333333,tauy1241,tya,Trans-New Guinea,,Madang,tya,FALSE,FALSE
taw,Tawala,,-10.33333333,150.6666667,tawa1275,tbo,Austronesian,Eastern Malayo-Polynesian,Oceanic,tbo,FALSE,FALSE
tay,Tayo,,-22,166.3333333,tayo1238,cks,other,,Creoles and Pidgins,cks,FALSE,FALSE
taz,Talysh (Azerbaijan),,38.75,48.66666667,taly1247,tly,Indo-European,,Iranian,tly,FALSE,FALSE
tba,Tabare,,-6.083333333,145,sina1271,sst,Trans-New Guinea,,Chimbu,sst,FALSE,FALSE
tbb,Tübatulabal,,36,-118.3333333,tuba1278,tub,Uto-Aztecan,,California Uto-Aztecan,tub,FALSE,FALSE
tbe,Tigré (Beni Amer),,15.5,38,tigr1270,tig,Afro-Asiatic,,Semitic,tig,FALSE,FALSE
tbl,Tabla,,-2.45,140.4166667,tabl1243,tnm,Sentani,,Sentani,tnm,FALSE,FALSE
tbo,Tboli,,6.166666667,124.5,tbol1240,tbl,Austronesian,,Bilic,tbl,FALSE,FALSE
tbr,Tabaru,,1.5,127.25,taba1263,tby,West Papuan,,North Halmaheran,tby,FALSE,FALSE
tbs,Tabassaran,,41.83333333,47.91666667,taba1259,tab,Nakh-Daghestanian,Daghestanian,Lezgic,tab,FALSE,FALSE
tbt,Tobati,,-2.583333333,140.6666667,toba1266,tti,Austronesian,Eastern Malayo-Polynesian,Oceanic,tti,FALSE,FALSE
tbu,Tubu,,16,15,tebu1238,,Saharan,Saharan,Western Saharan,dzg tuq,FALSE,FALSE
tbw,Tabwa,,-8,29.5,taab1238,tap,Niger-Congo,Benue-Congo,Bantoid,tap,FALSE,FALSE
tbx,Tangbe,,28.91666667,83.75,seke1240,skj,Sino-Tibetan,Tibeto-Burman,Bodic,skj,FALSE,FALSE
tce,Tarahumara (Central),,27.5,-107.5,cent2131,tar,Uto-Aztecan,,Tarahumaran,tar,FALSE,FALSE
tda,Toda,,11.41666667,76.75,toda1252,tcx,Dravidian,,Southern Dravidian,tcx,FALSE,FALSE
tdi,Tibetan (Dingri),,28.5,86.5,tibe1272,bod,Sino-Tibetan,Tibeto-Burman,Bodic,bod,FALSE,FALSE
tdr,Tibetan (Drokpa),,32.25,81.25,tibe1272,bod,Sino-Tibetan,Tibeto-Burman,Bodic,bod,FALSE,FALSE
tec,Tectiteco,,15.41666667,-92.08333333,tekt1235,ttc,Mayan,,Mayan,ttc,FALSE,FALSE
tee,Tepehua (Huehuetla),,20.5,-98,hueh1236,tee,Totonacan,,Totonacan,tee,FALSE,FALSE
teh,Tehuelche,,-48,-68,tehu1242,teh,Chon,,Chon Proper,teh,FALSE,FALSE
tel,Telugu,,16,79,telu1262,tel,Dravidian,,South-Central Dravidian,tel,FALSE,FALSE
tem,Tem,,8.666666667,0.5,temm1241,kdh,Niger-Congo,Gur,Southern-Central Gur,kdh,FALSE,FALSE
ten,Tennet,,4.416666667,32.5,tenn1246,tex,Eastern Sudanic,,Surmic,tex,FALSE,FALSE
teo,Teop,,-5.666666667,155,teop1238,tio,Austronesian,Eastern Malayo-Polynesian,Oceanic,tio,FALSE,FALSE
tep,Tepehua (Tlachichilco),,20.58333333,-98.25,tlac1235,tpt,Totonacan,,Totonacan,tpt,FALSE,FALSE
ter,Tera,,11,11.83333333,tera1251,ttr,Afro-Asiatic,Chadic,Biu-Mandara,ttr,FALSE,FALSE
tes,Teso,,1.833333333,33.83333333,teso1249,teo,Eastern Sudanic,,Nilotic,teo,FALSE,FALSE
tet,Tetela,,-4,24,tete1250,tll,Niger-Congo,Benue-Congo,Bantoid,tll,FALSE,FALSE
tew,Tewa (Arizona),,35.83333333,-110.4166667,tewa1260,tew,Kiowa-Tanoan,,Kiowa-Tanoan,tew,FALSE,FALSE
tex,Turkic (East-Central Xorasan),,37,59,khor1269,kmz,Altaic,,Turkic,kmz,FALSE,FALSE
tga,Tangga,,-3.466666667,153.2,tang1348,hrc,Austronesian,Eastern Malayo-Polynesian,Oceanic,hrc,FALSE,FALSE
tgb,Tagbanwa (Aborlan),,9.5,118.5,tagb1258,tbw,Austronesian,,Greater Central Philippine,tbw,FALSE,FALSE
tgh,Tuareg (Ghat),,25,10.16666667,taha1241,thv,Afro-Asiatic,,Berber,thv,FALSE,FALSE
tgk,Tigak,,-2.716666667,150.8,tiga1245,tgc,Austronesian,Eastern Malayo-Polynesian,Oceanic,tgc,FALSE,FALSE
tgl,Tshangla,,27.83333333,92.16666667,tsha1245,tsj,Sino-Tibetan,Tibeto-Burman,Bodic,tsj,FALSE,FALSE
tgn,Tugun,,-7.716666667,126.75,tugu1245,tzn,Austronesian,,Central Malayo-Polynesian,tzn,FALSE,FALSE
tgo,Tsogo,,-1.5,11.33333333,tsog1243,tsv,Niger-Congo,Benue-Congo,Bantoid,tsv,FALSE,FALSE
tgp,Tanglapui,,-8.283333333,125.0833333,sawi1256,swt,Timor-Alor-Pantar,,Kolana-Tanglapui,swt,FALSE,FALSE
tgr,Tigré,,16.5,38.5,tigr1270,tig,Afro-Asiatic,,Semitic,tig,FALSE,FALSE
tgw,Tarangan (West),,-6.5,134.1666667,west2538,txn,Austronesian,,Central Malayo-Polynesian,txn,FALSE,FALSE
tha,Thai,,16,101,thai1261,tha,Tai-Kadai,,Kam-Tai,tha,TRUE,TRUE
thd,Thadou,,24.41666667,93.91666667,thad1238,tcz,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,tcz,FALSE,FALSE
thk,Thakali,,29,83.75,thak1245,ths,Sino-Tibetan,Tibeto-Burman,Bodic,ths,FALSE,FALSE
thn,Thangmi,,27.75,86,than1259,thf,Sino-Tibetan,Tibeto-Burman,Mahakiranti,thf,FALSE,FALSE
tho,Thompson,,49.75,-121.75,thom1243,thp,Salishan,,Interior Salish,thp,FALSE,FALSE
thp,Thaypan,,-14.83333333,143.1666667,thay1248,typ,Pama-Nyungan,,Northern Pama-Nyungan,typ,FALSE,FALSE
ths,Thai Sign Language,,15,101,thai1240,tsq,other,,Sign Languages,tsq,FALSE,FALSE
tht,Tehit,,-1.5,132,tehi1237,kps,West Papuan,,West Bird's Head,kps,FALSE,FALSE
thu,Thulung,,27.41666667,86.5,thul1246,tdh,Sino-Tibetan,Tibeto-Burman,Mahakiranti,tdh,FALSE,FALSE
thw,Thao,,23.88333333,120.9166667,thao1240,ssf,Austronesian,,Western Plains Austronesian,ssf,FALSE,FALSE
thy,Kuuk Thaayorre,,-14.58333333,141.8333333,thay1249,thd,Pama-Nyungan,,Northern Pama-Nyungan,thd,FALSE,FALSE
tia,Tima,,11.66666667,29.25,tima1241,tms,Kordofanian,,Katla-Tima,tms,FALSE,FALSE
tib,Tibetan (Standard Spoken),,30,91,tibe1272,bod,Sino-Tibetan,Tibeto-Burman,Bodic,bod,FALSE,FALSE
tic,Ticuna,,-4,-70.5,ticu1245,tca,,,,tca,FALSE,FALSE
tid,Tidore,,0.75,127.5,tido1248,tvo,West Papuan,,North Halmaheran,tvo,FALSE,FALSE
tif,Tifal,,-5,141.3333333,tifa1245,tif,Trans-New Guinea,,Ok,tif,FALSE,FALSE
tig,Tigrinya,,14.5,38.5,tigr1271,tir,Afro-Asiatic,,Semitic,tir,FALSE,FALSE
tik,Tikar,,5.833333333,11.66666667,tika1246,tik,Niger-Congo,Benue-Congo,Bantoid,tik,FALSE,FALSE
til,Tillamook,,45.33333333,-123.75,till1254,til,Salishan,,Tillamook,til,FALSE,FALSE
tim,Timugon,,5,116,timu1262,tih,Austronesian,,North Borneo,tih,FALSE,FALSE
tin,Tinrin,,-21.66666667,165.75,tiri1258,cir,Austronesian,Eastern Malayo-Polynesian,Oceanic,cir,FALSE,FALSE
tir,Tiriyo,,3.25,-55.75,trio1238,tri,Cariban,,Cariban,tri,FALSE,FALSE
tis,Tibetan (Shigatse),,29,89,tibe1272,bod,Sino-Tibetan,Tibeto-Burman,Bodic,bod,FALSE,FALSE
tiv,Tiv,,7.5,9,tivv1240,tiv,Niger-Congo,Benue-Congo,Bantoid,tiv,FALSE,FALSE
tiw,Tiwi,,-11.5,131,tiwi1244,tiw,Tiwian,,Tiwian,tiw,TRUE,TRUE
tja,Tiipay (Jamul),,32.16666667,-116.5,kumi1248,dih,Hokan,,Yuman,dih,FALSE,FALSE
tke,Tokelauan,,-9,-172,toke1240,tkl,Austronesian,Eastern Malayo-Polynesian,Oceanic,tkl,FALSE,FALSE
tki,Tuki,,4.583333333,11.5,tuki1240,bag,Niger-Congo,Benue-Congo,Bantoid,bag,FALSE,FALSE
tkl,Takelma,,42.5,-123,take1257,tkm,,,,tkm,FALSE,FALSE
tkm,Turkmen,,40,58,turk1304,tuk,Altaic,,Turkic,tuk,FALSE,FALSE
tks,Teke (Southern),,-2.333333333,14.5,teke1280,kkw,Niger-Congo,Benue-Congo,Bantoid,kkw,FALSE,FALSE
tla,Tolai,,-4.25,152.0833333,kuan1248,ksd,Austronesian,Eastern Malayo-Polynesian,Oceanic,ksd,FALSE,FALSE
tlb,Tatar-Noghay (Alabugat),,47.41666667,45.66666667,noga1249,nog,Altaic,,Turkic,nog,FALSE,FALSE
tld,Talaud,,4.25,126.75,tala1285,tld,Austronesian,,Sangiric,tld,FALSE,FALSE
tlf,Telefol,,-5,141.75,tele1256,tlf,Trans-New Guinea,,Ok,tlf,FALSE,FALSE
tli,Tlingit,,59,-135,tlin1245,tli,Na-Dene,,Tlingit,tli,FALSE,TRUE
tll,Taulil,,-4.416666667,152.0833333,taul1251,tuh,,,,tuh,FALSE,FALSE
tlo,Tobelo,,1.5,128.5,tobe1252,tlb,West Papuan,,North Halmaheran,tlb,FALSE,FALSE
tlp,Tlapanec,,17.08333333,-99,acat1239,tcf,Oto-Manguean,,Subtiaba-Tlapanec,tcf,FALSE,FALSE
tls,Talysh (Southern),,37,49,taly1247,tly,Indo-European,,Iranian,tly,FALSE,FALSE
tma,Tama,,14.5,22,tama1331,tma,Eastern Sudanic,,Taman,tma,FALSE,FALSE
tmc,Timucua,,30.25,-82.5,timu1245,tjm,,,,tjm,FALSE,FALSE
